InvoiceID,Gender,Products,Quantity,Total,Payment,Salary,Purchased
307-04-2070,Female,Fashion accessories,1,32.151,Credit card,9000,Yes
468-99-7231,Female,Home and lifestyle,8,369.684,Cash,12000,Yes
516-77-6464,Female,Health and beauty,5,53.34,Ewallet,5000,Yes
404-91-5964,Male,Electronic accessories,7,548.163,Credit card,4000,Yes
886-77-9084,Male,Electronic accessories,8,603.876,Ewallet,18000,Yes
790-38-4466,Female,Health and beauty,5,57.6975,Credit card,8000,Yes
704-10-4056,Male,Health and beauty,17,1900.23,Credit card,3500,No
497-37-6538,Male,Sports and travel,7,432.9885,Ewallet,4500,Yes
651-96-5970,Male,Fashion accessories,1,48.7305,Credit card,6000,Yes
400-80-4065,Male,Health and beauty,4,287.91,Credit card,10000,Yes
744-16-7898,Female,Home and lifestyle,10,1022.385,Credit card,2000,Yes
263-12-5321,Male,Electronic accessories,7,680.61,Credit card,22000,Yes
702-72-0487,Female,Electronic accessories,2,97.881,Credit card,6500,No
605-83-1050,Male,Fashion accessories,12,750.23,Ewallet,5000,No
443-60-9639,Female,Home and lifestyle,1,63.9135,Cash,3500,No
864-24-7918,Female,Sports and travel,10,257.145,Cash,23000,Yes
359-94-5395,Male,Health and beauty,1,97.419,Credit card,20000,Yes
401-09-4232,Male,Home and lifestyle,5,455.1225,Ewallet,28000,Yes
751-15-6198,Male,Sports and travel,6,144.963,Ewallet,30000,Yes
324-41-6833,Female,Electronic accessories,8,253.68,Ewallet,27000,Yes
474-33-8305,Male,Fashion accessories,7,495.3165,Ewallet,18000,Yes
759-29-9521,Female,Fashion accessories,9,462.672,Cash,4000,Yes
831-81-6575,Female,Electronic accessories,9,714.3255,Cash,1500,No
220-68-6701,Female,Home and lifestyle,4,325.374,Cash,3500,Yes
618-34-8551,Female,Sports and travel,2,195.678,Credit card,2000,Yes
257-60-7754,Female,Electronic accessories,4,210.966,Cash,5000,Yes
559-61-5987,Female,Health and beauty,1,18.6375,Cash,4000,Yes
189-55-2313,Female,Fashion accessories,10,652.89,Ewallet,12000,Yes
565-91-4567,Male,Health and beauty,8,90.3,Ewallet,8000,Yes
380-60-5336,Female,Electronic accessories,10,422.73,Credit card,3000,Yes
815-04-6282,Female,Sports and travel,5,341.0925,Credit card,20000,Yes
674-56-6360,Male,Electronic accessories,1,99.9075,Cash,6000,Yes
778-34-2523,Female,Electronic accessories,8,408.408,Cash,10000,Yes
499-27-7781,Female,Food and beverages,8,446.964,Ewallet,12000,Yes
477-59-2456,Female,Fashion accessories,7,333.984,Cash,9000,Yes
832-51-6761,Male,Food and beverages,8,284.592,Ewallet,8000,Yes
869-11-3082,Male,Health and beauty,4,403.872,Credit card,7000,Yes
190-59-3964,Male,Food and beverages,5,247.59,Credit card,1500,Yes
366-43-6862,Male,Electronic accessories,4,222.138,Ewallet,13000,Yes
186-43-8965,Female,Home and lifestyle,12,400.87,Credit card,1000,No
784-21-9238,Male,Sports and travel,1,10.6785,Cash,3500,Yes
276-75-6884,Female,Health and beauty,3,216.4365,Cash,5000,Yes
109-86-4363,Female,Sports and travel,7,441.588,Credit card,4000,Yes
569-76-2760,Female,Sports and travel,4,92.442,Credit card,1500,Yes
222-42-0244,Female,Health and beauty,9,681.4395,Credit card,1200,No
760-53-9233,Male,Fashion accessories,3,130.032,Credit card,4500,Yes
538-22-0304,Male,Electronic accessories,10,681.975,Cash,5000,Yes
416-17-9926,Female,Electronic accessories,10,779.31,Credit card,3500,Yes
237-44-6163,Male,Electronic accessories,8,88.704,Cash,2000,Yes
636-17-0325,Male,Health and beauty,4,262.794,Cash,5000,Yes
343-75-9322,Female,Sports and travel,8,99.54,Cash,4000,Yes
528-14-9470,Male,Health and beauty,1,95.865,Ewallet,12000,Yes
427-45-9297,Female,Home and lifestyle,7,299.3655,Ewallet,8000,Yes
807-34-3742,Male,Fashion accessories,1,54.999,Cash,3000,Yes
288-62-1085,Male,Fashion accessories,5,202.335,Ewallet,20000,Yes
670-71-7306,Male,Sports and travel,6,281.169,Credit card,6000,Yes
660-29-7083,Male,Electronic accessories,10,586.635,Cash,10000,Yes
271-77-8740,Female,Sports and travel,6,184.086,Ewallet,12000,Yes
497-36-0989,Male,Fashion accessories,3,163.611,Cash,9000,Yes
291-59-1384,Male,Electronic accessories,1,63.315,Cash,8000,Yes
860-73-6466,Female,Sports and travel,2,82.887,Credit card,7000,Yes
549-23-9016,Female,Food and beverages,2,31.227,Credit card,1500,Yes
896-34-0956,Male,Fashion accessories,1,22.386,Cash,13000,Yes
804-38-3935,Male,Electronic accessories,3,295.407,Credit card,9000,Yes
585-90-0249,Male,Electronic accessories,1,76.923,Ewallet,3500,Yes
862-29-5914,Female,Sports and travel,1,23.499,Credit card,5000,Yes
845-94-6841,Female,Food and beverages,9,688.716,Cash,4000,No
125-45-2293,Female,Fashion accessories,6,624.33,Cash,3500,No
843-73-4724,Male,Fashion accessories,1,77.805,Cash,2000,Yes
409-33-9708,Female,Fashion accessories,2,206.808,Ewallet,5000,Yes
658-66-3967,Male,Health and beauty,7,390.9465,Ewallet,4000,Yes
866-70-2814,Female,Electronic accessories,10,554.295,Ewallet,12000,Yes
160-22-2687,Female,Health and beauty,5,503.7375,Ewallet,8000,Yes
895-03-6665,Female,Fashion accessories,9,345.0195,Cash,3000,Yes
770-42-8960,Male,Food and beverages,8,177.408,Cash,20000,Yes
748-45-2862,Female,Home and lifestyle,4,118.902,Cash,6000,Yes
234-36-2483,Male,Health and beauty,6,362.817,Cash,1000,No
316-66-3011,Female,Food and beverages,9,450.1035,Cash,1200,No
848-95-6252,Female,Home and lifestyle,1,90.5835,Ewallet,9000,Yes
840-76-5966,Male,Sports and travel,2,26.796,Ewallet,8000,Yes
152-03-4217,Female,Home and lifestyle,9,106.596,Credit card,7000,Yes
533-66-5566,Female,Home and lifestyle,7,375.3645,Cash,1500,Yes
124-31-1458,Female,Electronic accessories,3,1280.67,Cash,1500,No
176-78-1170,Male,Health and beauty,3,106.5015,Ewallet,9000,Yes
361-59-0574,Male,Sports and travel,8,760.452,Credit card,2000,No
101-81-4070,Female,Health and beauty,2,131.922,Ewallet,5000,Yes
631-34-1880,Male,Food and beverages,3,76.5765,Credit card,4000,Yes
852-82-2749,Male,Sports and travel,4,271.278,Ewallet,25000,Yes
873-14-6353,Male,Food and beverages,7,182.427,Credit card,12000,Yes
584-66-4073,Male,Fashion accessories,1,59.325,Ewallet,9000,Yes
544-55-9589,Female,Electronic accessories,10,225.015,Cash,8000,Yes
166-19-2553,Male,Sports and travel,6,561.078,Cash,1500,No
737-88-5876,Male,Home and lifestyle,4,97.818,Credit card,1500,Yes
154-87-7367,Male,Home and lifestyle,8,548.184,Ewallet,13000,Yes
885-56-0389,Male,Fashion accessories,1,54.9675,Cash,9000,Yes
608-05-3804,Male,Electronic accessories,1,41.7375,Cash,3500,Yes
448-61-3783,Female,Electronic accessories,8,756.168,Credit card,5000,No
761-49-0439,Female,Electronic accessories,8,101.64,Ewallet,4000,Yes
490-95-0021,Female,Food and beverages,10,348.705,Ewallet,12000,Yes
115-38-7388,Female,Fashion accessories,8,85.512,Credit card,9000,Yes
311-13-6971,Male,Sports and travel,10,335.895,Credit card,8000,Yes
291-55-6563,Female,Home and lifestyle,6,216.846,Ewallet,7000,Yes
548-48-3156,Female,Food and beverages,2,175.014,Cash,1500,Yes
460-93-5834,Male,Sports and travel,7,335.013,Cash,13000,Yes
325-89-4209,Male,Food and beverages,1,92.295,Ewallet,9000,Yes
884-80-6021,Female,Electronic accessories,10,771.435,Ewallet,3500,Yes
137-74-8729,Female,Fashion accessories,8,102.396,Ewallet,5000,Yes
880-46-5796,Male,Sports and travel,10,807.66,Ewallet,1200,No
389-70-2397,Female,Health and beauty,5,439.215,Cash,12000,Yes
114-35-5271,Female,Electronic accessories,8,486.444,Cash,9000,Yes
607-76-6216,Female,Fashion accessories,5,485.5725,Credit card,8000,Yes
715-20-1673,Male,Electronic accessories,5,148.995,Cash,7000,Yes
811-35-1094,Male,Electronic accessories,6,317.835,Credit card,1500,Yes
699-88-1972,Male,Health and beauty,8,832.944,Credit card,13000,Yes
781-84-8059,Male,Fashion accessories,16,1900.76,Ewallet,1500,No
409-49-6995,Female,Food and beverages,6,297.801,Cash,3500,Yes
725-54-0677,Male,Health and beauty,7,629.16,Cash,5000,Yes
146-09-5432,Male,Food and beverages,9,331.128,Ewallet,4000,Yes
377-79-7592,Female,Electronic accessories,9,423.738,Credit card,12000,Yes
509-10-0516,Male,Home and lifestyle,4,193.074,Ewallet,9000,Yes
595-94-9924,Female,Health and beauty,5,145.5825,Credit card,8000,Yes
865-41-9075,Male,Food and beverages,7,84.7455,Cash,7000,Yes
545-07-8534,Female,Health and beauty,2,122.472,Ewallet,1500,Yes
118-62-1812,Female,Home and lifestyle,4,329.196,Cash,13000,Yes
450-42-3339,Male,Health and beauty,10,888.405,Credit card,9000,Yes
851-98-3555,Female,Health and beauty,5,435.12,Credit card,3500,Yes
186-71-5196,Female,Food and beverages,2,167.034,Ewallet,5000,Yes
624-01-8356,Female,Home and lifestyle,10,514.605,Credit card,4000,Yes
313-66-9943,Female,Food and beverages,3,91.8225,Credit card,12000,Yes
151-27-8496,Female,Electronic accessories,4,235.746,Ewallet,9000,Yes
453-33-6436,Female,Home and lifestyle,8,782.208,Cash,8000,Yes
522-57-8364,Male,Fashion accessories,8,431.256,Ewallet,2000,No
459-45-2396,Female,Food and beverages,3,313.74,Cash,1500,No
717-96-4189,Female,Electronic accessories,14,564.98,Cash,1000,No
722-13-2115,Male,Sports and travel,1,44.9925,Credit card,9000,Yes
749-81-8133,Female,Fashion accessories,4,397.614,Cash,3500,Yes
777-67-2495,Male,Home and lifestyle,3,217.2555,Ewallet,5000,Yes
636-98-3364,Female,Electronic accessories,3,82.719,Ewallet,4000,Yes
246-55-6923,Female,Home and lifestyle,9,338.2155,Credit card,30000,Yes
181-82-6255,Female,Home and lifestyle,6,103.131,Cash,6000,Yes
838-02-1821,Female,Home and lifestyle,2,26.733,Credit card,4000,Yes
887-42-0517,Female,Sports and travel,7,611.079,Credit card,13000,Yes
457-12-0244,Female,Sports and travel,6,221.886,Ewallet,1500,No
226-34-0034,Female,Electronic accessories,4,57.876,Ewallet,12000,Yes
321-49-7382,Male,Sports and travel,1,92.7255,Credit card,5000,Yes
397-25-8725,Female,Health and beauty,9,374.409,Credit card,4000,Yes
431-66-2305,Female,Electronic accessories,9,833.9625,Credit card,15000,Yes
825-94-5922,Male,Sports and travel,2,53.151,Ewallet,12000,Yes
641-62-7288,Male,Home and lifestyle,6,629.496,Ewallet,7000,Yes
756-93-1854,Female,Fashion accessories,2,175.035,Credit card,4000,Yes
243-55-8457,Female,Food and beverages,10,781.62,Ewallet,5000,Yes
458-10-8612,Male,Health and beauty,7,470.988,Ewallet,3000,Yes
501-61-1753,Female,Home and lifestyle,6,397.845,Ewallet,12000,Yes
235-06-8510,Male,Home and lifestyle,3,270.018,Ewallet,4500,Yes
433-08-7822,Female,Health and beauty,7,579.8415,Ewallet,4000,Yes
361-85-2571,Female,Sports and travel,5,469.77,Cash,9000,Yes
131-70-8179,Female,Health and beauty,3,290.0835,Cash,6800,Yes
500-02-2261,Female,Food and beverages,6,360.927,Ewallet,5000,Yes
720-72-2436,Male,Food and beverages,4,279.384,Ewallet,7000,Yes
702-83-5291,Male,Fashion accessories,9,943.299,Cash,2500,No
809-69-9497,Female,Home and lifestyle,10,479.64,Ewallet,8000,Yes
449-16-6770,Male,Health and beauty,5,266.6475,Credit card,4500,Yes
333-23-2632,Male,Health and beauty,7,74.088,Cash,15000,Yes
489-82-1237,Female,Electronic accessories,7,690.018,Credit card,6000,Yes
859-97-6048,Male,Electronic accessories,2,176.925,Credit card,5000,Yes
676-10-2200,Male,Fashion accessories,10,558.975,Ewallet,1500,No
373-88-1424,Male,Home and lifestyle,15,1047.98,Ewallet,2000,No
365-16-4334,Female,Food and beverages,8,222.012,Ewallet,1400,No
503-21-4385,Male,Health and beauty,3,125.7165,Ewallet,3500,No
305-89-2768,Female,Home and lifestyle,3,68.985,Ewallet,2000,No
574-80-1489,Female,Food and beverages,4,263.97,Ewallet,5000,No
784-08-0310,Female,Food and beverages,4,88.368,Cash,16000,Yes
200-40-6154,Male,Home and lifestyle,6,415.233,Cash,7000,No
846-10-0341,Female,Fashion accessories,7,312.8895,Cash,3000,Yes
577-34-7579,Male,Food and beverages,9,477.1305,Cash,2000,No
430-02-3888,Male,Electronic accessories,6,289.926,Cash,3500,No
867-47-1948,Female,Home and lifestyle,10,165.9,Cash,5000,Yes
384-59-6655,Female,Food and beverages,9,932.337,Cash,9000,Yes
256-58-3609,Male,Fashion accessories,1,96.579,Cash,8000,Yes
324-92-3863,Male,Electronic accessories,2,43.869,Cash,7000,Yes
593-08-5916,Female,Fashion accessories,1,16.275,Credit card,1500,Yes
364-34-2972,Male,Electronic accessories,3,304.983,Cash,13000,Yes
794-42-3736,Male,Food and beverages,2,69.993,Credit card,9000,Yes
172-42-8274,Female,Electronic accessories,2,80.367,Credit card,12000,Yes
558-60-5016,Female,Home and lifestyle,9,314.685,Ewallet,5000,Yes
195-06-0432,Male,Home and lifestyle,3,255.1815,Credit card,4000,Yes
605-03-2706,Female,Health and beauty,3,49.77,Cash,8000,Yes
214-30-2776,Female,Electronic accessories,5,181.0725,Credit card,8000,Yes
746-04-1077,Female,Food and beverages,10,888.615,Credit card,3000,Yes
448-34-8700,Male,Home and lifestyle,7,271.2885,Ewallet,4500,Yes
452-04-8808,Male,Electronic accessories,7,640.038,Cash,6000,Yes
531-56-4728,Male,Home and lifestyle,3,252.252,Cash,1500,Yes
744-82-9138,Male,Fashion accessories,2,180.873,Cash,2000,Yes
883-69-1285,Male,Fashion accessories,2,104.832,Credit card,1300,No
221-25-5073,Female,Food and beverages,4,313.572,Cash,2200,No
518-71-6847,Male,Food and beverages,6,167.58,Ewallet,1000,No
156-20-0370,Female,Electronic accessories,1,26.7225,Credit card,1500,No
151-33-7434,Female,Food and beverages,1,71.1585,Credit card,13000,Yes
728-47-9078,Male,Food and beverages,14,780.162,Cash,3500,No
809-46-1866,Male,Health and beauty,4,244.23,Cash,2000,No
139-32-4183,Female,Sports and travel,9,921.186,Ewallet,5000,Yes
148-41-7930,Male,Health and beauty,7,734.706,Cash,4000,Yes
189-40-5216,Male,Electronic accessories,7,708.3195,Cash,12000,Yes
374-38-5555,Female,Fashion accessories,5,334.4775,Ewallet,8000,Yes
764-44-8999,Female,Health and beauty,2,30.996,Ewallet,3000,Yes
552-44-5977,Male,Health and beauty,8,520.8,Credit card,20000,Yes
267-62-7380,Male,Electronic accessories,10,864.57,Ewallet,6000,Yes
430-53-4718,Male,Health and beauty,8,633.108,Credit card,10000,Yes
886-18-2897,Female,Food and beverages,5,296.94,Credit card,12000,Yes
602-16-6955,Female,Sports and travel,10,804.3,Ewallet,9000,Yes
745-74-0715,Male,Electronic accessories,2,121.863,Ewallet,8000,Yes
690-01-6631,Male,Fashion accessories,10,183.645,Ewallet,2200,No
652-49-6720,Female,Electronic accessories,1,63.9975,Ewallet,1500,No
233-67-5758,Male,Health and beauty,1,42.3675,Ewallet,13000,Yes
303-96-2227,Female,Home and lifestyle,10,1022.49,Ewallet,9000,Yes
727-02-1313,Male,Food and beverages,1,33.432,Cash,3500,Yes
347-56-2442,Male,Home and lifestyle,1,69.111,Cash,5000,Yes
849-09-3807,Female,Fashion accessories,7,649.299,Cash,1000,No
